transactionID,storeID,date,state,season,temperature,weather_condition,category,is_holiday,total_amount,profit_margin,items_count,payment_method,customer_type
TXN005626,ST003,3/31/23,NY,Spring,20.5,Rain,Allergy Medicine,FALSE,21.96,0.1725,12,Debit Card,Premium
TXN008900,ST004,3/31/23,FL,Spring,14.2,Partly Cloudy,Garden Tools,FALSE,22.14,0.2975,12,Credit Card,Regular
TXN007171,ST002,3/31/23,TX,Spring,21.6,Mild,Hot Beverages,FALSE,33.75,0.2095,14,Credit Card,Regular
TXN007243,ST005,3/31/23,IL,Spring,18.4,Mild,Spring Clothing,FALSE,43.49,0.2595,12,Credit Card,Regular
TXN005275,ST003,3/31/23,NY,Spring,12.5,Partly Cloudy,Spring Clothing,FALSE,20.96,0.2409,4,Credit Card,Regular
TXN008640,ST001,3/31/23,CA,Spring,16.8,Rain,Allergy Medicine,FALSE,92.81,0.177,11,Credit Card,Premium
TXN008772,ST004,3/31/23,FL,Spring,20.9,Rain,Spring Clothing,FALSE,48.98,0.253,7,Debit Card,New
TXN002514,ST004,3/31/23,FL,Spring,25.7,Partly Cloudy,Cleaning Supplies,FALSE,46.08,0.2784,14,Debit Card,Regular
TXN004732,ST005,3/31/23,IL,Spring,26.6,Humid,Rain Gear,FALSE,52.22,0.2014,4,Debit Card,Premium
TXN005783,ST003,3/31/23,NY,Spring,13.4,Windy,Heaters,FALSE,73.57,0.1596,3,Digital Wallet,Regular
TXN002705,ST004,3/31/23,FL,Spring,23.1,Mild,Hot Beverages,FALSE,55.33,0.308,6,Debit Card,New
TXN000670,ST003,3/31/23,NY,Spring,22,Mild,Outdoor Furniture,FALSE,91.11,0.1721,10,Debit Card,New
TXN009047,ST004,3/31/23,FL,Spring,27.2,Partly Cloudy,Swimming Gear,FALSE,30.63,0.3072,5,Cash,Regular
TXN003859,ST002,3/31/23,TX,Spring,19.4,Partly Cloudy,Allergy Medicine,FALSE,20.49,0.2708,10,Credit Card,New
TXN003438,ST005,3/31/23,IL,Spring,13.2,Rain,Rain Gear,FALSE,67.3,0.2152,12,Credit Card,New
TXN005691,ST005,3/31/23,IL,Spring,26.1,Sunny,School Supplies,FALSE,74.11,0.2251,10,Cash,Premium
TXN002490,ST003,4/1/23,NY,Spring,22.2,Rain,Hot Beverages,FALSE,17.44,0.2452,7,Cash,Regular
TXN008737,ST004,4/1/23,FL,Spring,18.8,Clear,Cleaning Supplies,FALSE,70.27,0.3173,6,Credit Card,Regular
TXN009202,ST005,4/1/23,IL,Spring,21.4,Mild,Allergy Medicine,FALSE,109.4,0.2121,5,Debit Card,Regular
TXN002184,ST004,4/1/23,FL,Spring,17.4,Clear,Garden Tools,FALSE,31.21,0.2602,10,Cash,Premium
TXN001985,ST003,4/1/23,NY,Spring,27.5,Partly Cloudy,Home Decor,FALSE,107.87,0.1517,9,Debit Card,Premium
TXN008072,ST002,4/1/23,TX,Spring,10.2,Partly Cloudy,Spring Clothing,FALSE,61.3,0.2866,7,Cash,Regular
TXN001085,ST001,4/1/23,CA,Spring,18.3,Partly Cloudy,Spring Clothing,FALSE,37.28,0.1701,5,Cash,Regular
TXN002095,ST003,4/1/23,NY,Spring,23.1,Sunny,Outdoor Furniture,FALSE,67.24,0.2211,1,Cash,New
TXN001122,ST005,4/1/23,IL,Spring,14.4,Partly Cloudy,Spring Clothing,FALSE,63.7,0.202,13,Digital Wallet,Premium
TXN005285,ST002,4/1/23,TX,Spring,10,Rain,Fall Clothing,FALSE,109.38,0.204,13,Credit Card,Regular
TXN008695,ST004,4/1/23,FL,Spring,12.9,Partly Cloudy,Allergy Medicine,FALSE,43.24,0.3013,13,Credit Card,Regular
TXN003575,ST005,4/1/23,IL,Spring,15.1,Sunny,Air Conditioners,FALSE,31.11,0.2483,11,Credit Card,New
TXN004712,ST002,4/1/23,TX,Spring,17.5,Partly Cloudy,Rain Gear,FALSE,46.28,0.2913,4,Debit Card,Regular
TXN003732,ST004,4/1/23,FL,Spring,18.5,Rain,Rain Gear,FALSE,35.19,0.2507,8,Debit Card,Regular
TXN002108,ST005,4/1/23,IL,Spring,23.1,Partly Cloudy,Spring Clothing,FALSE,34.24,0.235,13,Credit Card,Regular
TXN006530,ST002,4/1/23,TX,Spring,25.5,Partly Cloudy,Rain Gear,FALSE,20.74,0.2902,9,Credit Card,Regular
TXN008649,ST005,4/1/23,IL,Spring,22.7,Sunny,Spring Clothing,FALSE,59.81,0.2578,5,Cash,Premium
TXN004746,ST002,4/1/23,TX,Spring,27.5,Humid,Spring Clothing,FALSE,75.43,0.2871,2,Digital Wallet,Regular
TXN007437,ST003,4/1/23,NY,Spring,15.6,Rain,Allergy Medicine,FALSE,39.3,0.2386,4,Credit Card,Regular
TXN002343,ST003,4/1/23,NY,Spring,20.9,Rain,Spring Clothing,FALSE,57.68,0.2033,8,Cash,Premium
TXN000033,ST001,4/1/23,CA,Spring,11.9,Rain,Outdoor Furniture,FALSE,175.86,0.2202,3,Digital Wallet,Regular
TXN005792,ST001,4/1/23,CA,Spring,19.2,Partly Cloudy,Cleaning Supplies,FALSE,37.64,0.1568,14,Debit Card,Regular
TXN004939,ST001,4/1/23,CA,Spring,26.5,Rain,Spring Clothing,FALSE,26.86,0.1568,6,Credit Card,Regular
TXN007955,ST005,4/1/23,IL,Spring,21.9,Mild,Garden Tools,FALSE,73.69,0.278,7,Credit Card,Premium
TXN002282,ST003,4/1/23,NY,Spring,24.3,Rain,Air Conditioners,FALSE,50.69,0.2138,1,Cash,Regular
TXN007090,ST002,4/2/23,TX,Spring,20.2,Sunny,Cleaning Supplies,FALSE,56.73,0.2084,3,Debit Card,Regular
TXN009618,ST002,4/2/23,TX,Spring,21.9,Mild,Allergy Medicine,FALSE,25.6,0.2276,8,Cash,Regular
TXN003847,ST001,4/2/23,CA,Spring,21.4,Mild,Cleaning Supplies,FALSE,52.65,0.2059,10,Credit Card,Regular
TXN008005,ST002,4/2/23,TX,Spring,16,Rain,School Supplies,FALSE,39.42,0.2154,2,Credit Card,Regular
TXN003500,ST001,4/2/23,CA,Spring,17.2,Rain,Allergy Medicine,FALSE,57,0.2292,1,Credit Card,Premium
TXN006418,ST002,4/2/23,TX,Spring,15.4,Mild,Spring Clothing,FALSE,88.58,0.2693,2,Cash,New
TXN008102,ST004,4/2/23,FL,Spring,14.1,Partly Cloudy,Spring Clothing,FALSE,63.86,0.3182,4,Cash,Premium
TXN008908,ST005,4/2/23,IL,Spring,26.4,Clear,Rain Gear,FALSE,83.72,0.1846,10,Debit Card,Premium
TXN009532,ST001,4/2/23,CA,Spring,24.4,Clear,Cleaning Supplies,FALSE,19.47,0.194,8,Digital Wallet,Regular
TXN002903,ST005,4/2/23,IL,Spring,27.8,Partly Cloudy,Spring Clothing,FALSE,57.03,0.2076,11,Debit Card,Premium
TXN000838,ST003,4/2/23,NY,Spring,10.8,Partly Cloudy,Spring Clothing,FALSE,55.73,0.2434,4,Debit Card,Regular
TXN003948,ST003,4/2/23,NY,Spring,23.9,Rain,Allergy Medicine,FALSE,83.42,0.228,7,Credit Card,Premium
TXN008128,ST004,4/2/23,FL,Spring,20.5,Partly Cloudy,Allergy Medicine,FALSE,63.41,0.2916,13,Credit Card,Regular
TXN004354,ST003,4/2/23,NY,Spring,19.4,Rain,Garden Tools,FALSE,36.52,0.161,9,Debit Card,Premium
TXN000487,ST003,4/2/23,NY,Spring,11.6,Rain,Garden Tools,FALSE,72.25,0.2435,13,Credit Card,New
TXN007550,ST003,4/2/23,NY,Spring,24.6,Humid,Cleaning Supplies,FALSE,66.2,0.2128,1,Debit Card,Premium
TXN005988,ST005,4/2/23,IL,Spring,24.7,Clear,Allergy Medicine,FALSE,46.7,0.2591,1,Digital Wallet,Premium
TXN004419,ST005,4/2/23,IL,Spring,17,Rain,Hot Beverages,FALSE,46.8,0.2755,2,Credit Card,Regular
TXN000628,ST004,4/2/23,FL,Spring,10.6,Partly Cloudy,Cleaning Supplies,FALSE,48.55,0.2262,5,Digital Wallet,New
TXN000133,ST005,4/2/23,IL,Spring,21.3,Rain,Allergy Medicine,FALSE,37,0.2687,2,Digital Wallet,Regular
TXN000625,ST002,4/2/23,TX,Spring,24.3,Partly Cloudy,Garden Tools,FALSE,245.5,0.2394,6,Credit Card,Regular
TXN008766,ST002,4/2/23,TX,Spring,19.3,Mild,Home Decor,FALSE,55.91,0.2458,2,Credit Card,Regular
TXN005560,ST004,4/2/23,FL,Spring,17.6,Mild,Allergy Medicine,FALSE,52.96,0.2733,9,Credit Card,Premium
TXN000173,ST004,4/3/23,FL,Spring,22.4,Humid,Cleaning Supplies,FALSE,28.53,0.2286,12,Digital Wallet,Regular
TXN005469,ST002,4/3/23,TX,Spring,19.4,Rain,Summer Clothing,FALSE,58.37,0.2989,5,Debit Card,Regular
TXN006161,ST004,4/3/23,FL,Spring,19.2,Rain,Spring Clothing,FALSE,84.26,0.2908,11,Cash,Regular
TXN000761,ST003,4/3/23,NY,Spring,10.9,Mild,Yard Tools,FALSE,84.53,0.2178,6,Credit Card,Premium
TXN008256,ST002,4/3/23,TX,Spring,18.1,Windy,Allergy Medicine,FALSE,48.14,0.2356,14,Cash,Regular
TXN001226,ST003,4/3/23,NY,Spring,21.1,Rain,Spring Clothing,FALSE,141.98,0.1667,5,Debit Card,Premium
TXN000871,ST004,4/3/23,FL,Spring,12.2,Rain,Cleaning Supplies,FALSE,35.01,0.2494,7,Debit Card,Premium
TXN001766,ST004,4/3/23,FL,Spring,20.1,Mild,Allergy Medicine,FALSE,51.61,0.3166,1,Digital Wallet,Premium
TXN008198,ST001,4/3/23,CA,Spring,17.6,Rain,Rain Gear,FALSE,31.7,0.1603,10,Debit Card,Regular
TXN006529,ST001,4/3/23,CA,Spring,26.6,Humid,Spring Clothing,FALSE,69.38,0.1669,11,Credit Card,Regular
TXN004247,ST002,4/3/23,TX,Spring,21.7,Partly Cloudy,Rain Gear,FALSE,98.4,0.2138,5,Debit Card,Regular
TXN007430,ST002,4/3/23,TX,Spring,12.9,Mild,Outdoor Furniture,FALSE,50.16,0.2579,3,Credit Card,Regular
TXN002329,ST001,4/3/23,CA,Spring,12.8,Mild,Allergy Medicine,FALSE,53.67,0.1897,12,Cash,Regular
TXN005375,ST002,4/3/23,TX,Spring,16.9,Mild,Cleaning Supplies,FALSE,35.76,0.229,13,Debit Card,Regular
TXN005804,ST003,4/3/23,NY,Spring,25.2,Rain,Garden Tools,FALSE,55.93,0.2024,1,Credit Card,Premium
TXN000008,ST003,4/3/23,NY,Spring,23.1,Partly Cloudy,Halloween Items,FALSE,31.5,0.1675,2,Digital Wallet,Regular
TXN001683,ST003,4/3/23,NY,Spring,21.1,Mild,Air Conditioners,FALSE,51.21,0.172,1,Digital Wallet,Regular
TXN005592,ST002,4/3/23,TX,Spring,17,Rain,Cleaning Supplies,FALSE,38.52,0.2988,7,Debit Card,Premium
TXN000325,ST001,4/3/23,CA,Spring,16.4,Partly Cloudy,Cleaning Supplies,FALSE,44.85,0.2098,13,Cash,Regular
TXN000255,ST003,4/3/23,NY,Spring,19.2,Rain,Rain Gear,FALSE,76.93,0.2069,13,Credit Card,Regular
TXN006246,ST002,4/3/23,TX,Spring,16.4,Mild,Fall Clothing,FALSE,187.03,0.2466,7,Credit Card,Regular
TXN002492,ST003,4/3/23,NY,Spring,13.9,Partly Cloudy,Spring Clothing,FALSE,66.63,0.1657,3,Debit Card,Regular
TXN004326,ST003,4/3/23,NY,Spring,27.7,Mild,Rain Gear,FALSE,44.23,0.2216,2,Credit Card,Premium
TXN000402,ST001,4/3/23,CA,Spring,24.8,Partly Cloudy,Rain Gear,FALSE,28.43,0.2455,13,Digital Wallet,Premium
TXN000456,ST005,4/3/23,IL,Spring,23.3,Rain,Spring Clothing,FALSE,83.63,0.2578,8,Credit Card,Regular
TXN009624,ST003,4/3/23,NY,Spring,8.2,Mild,Rain Gear,FALSE,45.76,0.2001,12,Credit Card,Regular
TXN003461,ST001,4/4/23,CA,Spring,24.5,Mild,School Supplies,FALSE,48.95,0.2398,13,Cash,Regular
TXN006742,ST004,4/4/23,FL,Spring,19.7,Mild,Garden Tools,FALSE,45.83,0.2558,9,Digital Wallet,Regular
TXN003209,ST001,4/4/23,CA,Spring,16,Partly Cloudy,Cleaning Supplies,FALSE,89.73,0.2345,11,Debit Card,Regular
TXN000538,ST002,4/4/23,TX,Spring,21.8,Mild,Air Conditioners,FALSE,67.81,0.243,14,Debit Card,Regular
TXN003355,ST004,4/4/23,FL,Spring,12.5,Mild,Fall Clothing,FALSE,94.16,0.2523,4,Credit Card,Premium
TXN002331,ST003,4/4/23,NY,Spring,19.7,Rain,Cleaning Supplies,FALSE,14.37,0.1848,12,Cash,Regular
TXN002897,ST003,4/4/23,NY,Spring,13.2,Rain,Swimming Gear,FALSE,135.12,0.239,14,Credit Card,Regular
TXN008971,ST001,4/4/23,CA,Spring,25.4,Partly Cloudy,Allergy Medicine,FALSE,68.6,0.1512,1,Credit Card,Regular
TXN009817,ST004,4/4/23,FL,Spring,20.3,Rain,Allergy Medicine,FALSE,61.8,0.2719,7,Cash,Regular
TXN003463,ST004,4/4/23,FL,Spring,17.9,Mild,Spring Clothing,FALSE,86.1,0.2694,13,Debit Card,Regular
TXN002988,ST005,4/4/23,IL,Spring,21.1,Rain,Rain Gear,FALSE,78.74,0.2182,4,Cash,Regular
TXN007414,ST002,4/4/23,TX,Spring,18.6,Rain,Spring Clothing,FALSE,61.15,0.2792,1,Credit Card,Regular
TXN003664,ST003,4/4/23,NY,Spring,15.1,Rain,Winter Clothing,FALSE,72.37,0.1972,11,Credit Card,Regular
TXN002132,ST002,4/4/23,TX,Spring,14.7,Mild,Rain Gear,FALSE,91.74,0.2379,14,Credit Card,Regular
TXN006334,ST005,4/4/23,IL,Spring,24.7,Humid,Garden Tools,FALSE,29.99,0.2391,9,Debit Card,Premium
TXN002430,ST001,4/4/23,CA,Spring,8.5,Mild,Spring Clothing,FALSE,53.93,0.2277,7,Credit Card,Regular
TXN001318,ST003,4/4/23,NY,Spring,21.3,Partly Cloudy,Home Decor,FALSE,54.77,0.1758,4,Digital Wallet,Regular
TXN007262,ST002,4/4/23,TX,Spring,17.4,Mild,Cleaning Supplies,FALSE,67.07,0.2827,14,Cash,Premium
TXN009778,ST005,4/4/23,IL,Spring,15.2,Partly Cloudy,Halloween Items,FALSE,58.02,0.2638,7,Credit Card,New
TXN001735,ST001,4/5/23,CA,Spring,18.6,Rain,Rain Gear,FALSE,40.13,0.2134,5,Credit Card,Premium
TXN002505,ST002,4/5/23,TX,Spring,20.7,Partly Cloudy,Spring Clothing,FALSE,47.8,0.2358,13,Digital Wallet,Regular
TXN005101,ST003,4/5/23,NY,Spring,17.1,Rain,Allergy Medicine,FALSE,48.02,0.2055,8,Cash,Regular
TXN008750,ST005,4/5/23,IL,Spring,18.2,Partly Cloudy,Rain Gear,FALSE,36.5,0.2612,1,Credit Card,New
TXN000463,ST002,4/5/23,TX,Spring,22.4,Partly Cloudy,Allergy Medicine,FALSE,85.52,0.2158,11,Credit Card,Regular
TXN001410,ST003,4/5/23,NY,Spring,27.1,Sunny,Rain Gear,FALSE,20.38,0.1856,4,Cash,Regular
TXN006548,ST003,4/5/23,NY,Spring,20.5,Partly Cloudy,Allergy Medicine,FALSE,53.75,0.1658,6,Cash,Regular
TXN005886,ST005,4/5/23,IL,Spring,18.2,Rain,Allergy Medicine,FALSE,70.84,0.2579,1,Credit Card,New
TXN004992,ST005,4/5/23,IL,Spring,15,Rain,Garden Tools,FALSE,69.31,0.1933,14,Digital Wallet,New
TXN001345,ST004,4/5/23,FL,Spring,12.4,Mild,Rain Gear,FALSE,128.89,0.2448,11,Credit Card,Premium
TXN000120,ST002,4/5/23,TX,Spring,19.9,Mild,Rain Gear,FALSE,37.56,0.2829,2,Debit Card,Premium
TXN006687,ST001,4/5/23,CA,Spring,20.9,Rain,Spring Clothing,FALSE,112.22,0.221,9,Credit Card,Regular
TXN008024,ST004,4/5/23,FL,Spring,23.5,Sunny,Garden Tools,FALSE,56.57,0.2591,12,Credit Card,Regular
TXN000184,ST002,4/5/23,TX,Spring,10,Rain,Yard Tools,FALSE,57.57,0.2796,9,Debit Card,Regular
TXN004392,ST004,4/5/23,FL,Spring,12.7,Mild,Sunscreen,FALSE,123.03,0.2357,5,Cash,Regular
TXN005837,ST001,4/5/23,CA,Spring,23.5,Rain,Garden Tools,FALSE,69.09,0.1559,7,Debit Card,New
TXN005336,ST004,4/5/23,FL,Spring,21.5,Mild,Cleaning Supplies,FALSE,31.29,0.2485,7,Digital Wallet,Premium
TXN007060,ST005,4/5/23,IL,Spring,19.2,Rain,Cleaning Supplies,FALSE,50.52,0.2682,5,Debit Card,Regular
TXN001364,ST005,4/5/23,IL,Spring,20,Rain,Spring Clothing,FALSE,79.57,0.2387,9,Debit Card,Premium
TXN003229,ST005,4/5/23,IL,Spring,19.9,Partly Cloudy,Cleaning Supplies,FALSE,26.72,0.2704,14,Debit Card,Premium
TXN003085,ST004,4/5/23,FL,Spring,11.8,Rain,Garden Tools,FALSE,53.99,0.31,1,Debit Card,Regular
TXN006257,ST003,4/5/23,NY,Spring,16.8,Rain,Cleaning Supplies,FALSE,35.15,0.206,11,Digital Wallet,Premium
TXN000044,ST002,4/5/23,TX,Spring,16.6,Rain,Allergy Medicine,FALSE,173.55,0.275,11,Debit Card,Regular
TXN000292,ST001,4/5/23,CA,Spring,19.6,Mild,Cleaning Supplies,FALSE,91.37,0.2217,1,Debit Card,Regular
TXN000794,ST004,4/5/23,FL,Spring,11.6,Partly Cloudy,Garden Tools,FALSE,73.48,0.2465,3,Debit Card,Premium
TXN004102,ST002,4/5/23,TX,Spring,20.1,Mild,Allergy Medicine,FALSE,65.34,0.2556,4,Credit Card,Regular
TXN009874,ST001,4/5/23,CA,Spring,15.7,Partly Cloudy,Allergy Medicine,FALSE,46.53,0.1844,4,Digital Wallet,Regular
TXN008426,ST003,4/5/23,NY,Spring,17.2,Mild,Sunscreen,FALSE,80.11,0.2286,9,Debit Card,Regular
TXN006933,ST002,4/5/23,TX,Spring,20.8,Partly Cloudy,Halloween Items,FALSE,34.33,0.2288,9,Credit Card,Premium
TXN001400,ST003,4/5/23,NY,Spring,18.9,Clear,Garden Tools,FALSE,94.76,0.2458,13,Debit Card,Premium
TXN006783,ST005,4/6/23,IL,Spring,22.7,Mild,Rain Gear,FALSE,74.61,0.2356,11,Cash,Regular
TXN006706,ST002,4/6/23,TX,Spring,12.2,Mild,Allergy Medicine,FALSE,104.95,0.2092,12,Credit Card,Regular
TXN006519,ST002,4/6/23,TX,Spring,23.2,Mild,Snow Equipment,FALSE,74.4,0.2298,1,Digital Wallet,Regular
TXN004380,ST005,4/6/23,IL,Spring,16.1,Mild,Cleaning Supplies,FALSE,41.92,0.2213,2,Credit Card,Premium
TXN004822,ST002,4/6/23,TX,Spring,17.5,Rain,Hot Beverages,FALSE,62.61,0.2233,9,Credit Card,Regular
TXN006766,ST003,4/6/23,NY,Spring,27.9,Partly Cloudy,Holiday Decorations,FALSE,93.48,0.2385,8,Credit Card,Regular
TXN008277,ST005,4/6/23,IL,Spring,20.7,Clear,Sunscreen,FALSE,31.63,0.2578,3,Debit Card,New
TXN002057,ST002,4/6/23,TX,Spring,23.2,Mild,Summer Clothing,FALSE,59.75,0.2285,4,Digital Wallet,Regular
TXN007847,ST005,4/6/23,IL,Spring,16.4,Partly Cloudy,School Supplies,FALSE,53.55,0.2439,6,Credit Card,Regular
TXN000682,ST002,4/6/23,TX,Spring,26,Partly Cloudy,Halloween Items,FALSE,27.55,0.2376,5,Debit Card,Premium
TXN001973,ST001,4/6/23,CA,Spring,8.4,Mild,Halloween Items,FALSE,63.65,0.2447,13,Cash,Regular
TXN004155,ST001,4/6/23,CA,Spring,14.8,Rain,Yard Tools,FALSE,64.39,0.1568,5,Credit Card,Regular
TXN002710,ST004,4/6/23,FL,Spring,18.6,Rain,Summer Clothing,FALSE,56.92,0.2627,10,Cash,Regular
TXN006286,ST002,4/6/23,TX,Spring,19.9,Partly Cloudy,Swimming Gear,FALSE,90.84,0.2915,1,Debit Card,Regular
TXN009301,ST004,4/6/23,FL,Spring,12.7,Rain,Spring Clothing,FALSE,70.79,0.3025,11,Debit Card,Regular
TXN001640,ST005,4/6/23,IL,Spring,20.5,Mild,Rain Gear,FALSE,57.63,0.24,3,Credit Card,Premium
TXN009043,ST001,4/6/23,CA,Spring,23.7,Mild,Home Decor,FALSE,76.14,0.1545,8,Debit Card,Regular
TXN007255,ST004,4/6/23,FL,Spring,23.5,Partly Cloudy,Spring Clothing,FALSE,25.65,0.222,12,Debit Card,Regular
TXN001962,ST005,4/6/23,IL,Spring,18.9,Mild,Heaters,FALSE,58.79,0.1883,11,Cash,Regular
TXN003607,ST001,4/6/23,CA,Spring,16.3,Clear,Rain Gear,FALSE,69.61,0.1906,2,Credit Card,Regular
TXN000969,ST005,4/6/23,IL,Spring,22.5,Partly Cloudy,Spring Clothing,FALSE,67.42,0.2689,2,Credit Card,Premium
TXN005927,ST005,4/6/23,IL,Spring,19.3,Rain,Rain Gear,FALSE,26.03,0.2534,12,Digital Wallet,Premium
TXN009829,ST001,4/6/23,CA,Spring,11.3,Mild,School Supplies,FALSE,55.87,0.1999,7,Debit Card,Premium
TXN001508,ST001,4/6/23,CA,Spring,15.2,Mild,School Supplies,FALSE,46.02,0.1984,2,Credit Card,Regular
TXN006373,ST004,4/7/23,FL,Spring,17.2,Rain,Garden Tools,FALSE,38.29,0.2257,14,Credit Card,Regular
TXN009542,ST001,4/7/23,CA,Spring,11.4,Partly Cloudy,Garden Tools,FALSE,38.74,0.2164,9,Credit Card,Premium
TXN009057,ST001,4/7/23,CA,Spring,19.4,Partly Cloudy,Halloween Items,FALSE,37.33,0.2065,7,Credit Card,Regular
TXN000736,ST001,4/7/23,CA,Spring,21.9,Rain,Garden Tools,FALSE,84.98,0.1991,4,Debit Card,Regular
TXN004316,ST003,4/7/23,NY,Spring,20.7,Rain,Rain Gear,FALSE,54.97,0.2232,7,Cash,New
TXN003009,ST003,4/7/23,NY,Spring,19.4,Rain,Spring Clothing,FALSE,29.82,0.2424,11,Cash,New
TXN001718,ST002,4/7/23,TX,Spring,11.1,Partly Cloudy,Cleaning Supplies,FALSE,63.98,0.2385,1,Cash,Regular
TXN004462,ST001,4/7/23,CA,Spring,8.3,Rain,Cleaning Supplies,FALSE,57.58,0.2372,11,Credit Card,Premium
TXN000183,ST002,4/7/23,TX,Spring,8.2,Partly Cloudy,Home Decor,FALSE,50,0.2985,6,Credit Card,Regular
TXN006342,ST004,4/7/23,FL,Spring,9.5,Rain,School Supplies,FALSE,78.34,0.2299,9,Credit Card,Premium
TXN009474,ST004,4/7/23,FL,Spring,18.4,Mild,Spring Clothing,FALSE,148.32,0.2686,12,Credit Card,Regular
TXN007087,ST005,4/7/23,IL,Spring,11.3,Partly Cloudy,Swimming Gear,FALSE,52.44,0.2326,2,Credit Card,Regular
TXN007118,ST003,4/7/23,NY,Spring,17.9,Partly Cloudy,Garden Tools,FALSE,37.7,0.1625,13,Credit Card,Premium
TXN008784,ST003,4/7/23,NY,Spring,24.1,Sunny,Rain Gear,FALSE,71.73,0.2249,11,Cash,Regular
TXN005466,ST003,4/7/23,NY,Spring,24.5,Humid,Cleaning Supplies,FALSE,49.5,0.1615,8,Credit Card,Premium
TXN009894,ST002,4/7/23,TX,Spring,20.3,Partly Cloudy,Allergy Medicine,FALSE,85.65,0.2558,3,Digital Wallet,Premium
TXN006468,ST005,4/7/23,IL,Spring,20.3,Sunny,Spring Clothing,FALSE,35.27,0.2337,9,Debit Card,Premium
TXN003101,ST002,4/7/23,TX,Spring,22.3,Rain,Swimming Gear,FALSE,78.3,0.2709,6,Credit Card,Regular
TXN003502,ST001,4/7/23,CA,Spring,24.8,Rain,Fall Clothing,FALSE,28.55,0.2168,7,Credit Card,Regular
TXN007920,ST001,4/7/23,CA,Spring,19.6,Windy,Rain Gear,FALSE,27.75,0.2156,6,Debit Card,Regular
TXN007011,ST004,4/7/23,FL,Spring,12.3,Mild,Rain Gear,FALSE,57.53,0.2273,14,Debit Card,Regular
TXN006734,ST001,4/7/23,CA,Spring,20.2,Partly Cloudy,Fall Clothing,FALSE,85.47,0.193,7,Credit Card,Regular
TXN008837,ST005,4/7/23,IL,Spring,19.6,Partly Cloudy,Summer Clothing,FALSE,73.88,0.1928,1,Debit Card,Regular
TXN005453,ST004,4/7/23,FL,Spring,18.8,Partly Cloudy,Cleaning Supplies,FALSE,52.73,0.2441,2,Debit Card,Regular
TXN006523,ST001,4/7/23,CA,Spring,19.8,Rain,Rain Gear,FALSE,91.96,0.1822,3,Cash,Premium
TXN008853,ST003,4/7/23,NY,Spring,15.2,Mild,Allergy Medicine,FALSE,34.76,0.2141,13,Cash,New
TXN007916,ST003,4/7/23,NY,Spring,25.8,Partly Cloudy,Holiday Decorations,FALSE,59.31,0.213,14,Credit Card,Regular
TXN001353,ST001,4/7/23,CA,Spring,18.2,Rain,Winter Clothing,FALSE,65.18,0.2445,6,Debit Card,Regular
TXN009180,ST002,4/8/23,TX,Spring,18.3,Mild,Spring Clothing,FALSE,33.19,0.2887,5,Debit Card,New
TXN008419,ST001,4/8/23,CA,Spring,17.2,Rain,Allergy Medicine,FALSE,84.07,0.2076,1,Cash,Premium
TXN009800,ST003,4/8/23,NY,Spring,23.3,Rain,Rain Gear,FALSE,30.92,0.1595,10,Cash,Regular
TXN007814,ST002,4/8/23,TX,Spring,13.8,Clear,Allergy Medicine,FALSE,34.72,0.2191,9,Credit Card,Regular
TXN003110,ST001,4/8/23,CA,Spring,20.6,Partly Cloudy,Cleaning Supplies,FALSE,99.15,0.1741,11,Credit Card,Premium
TXN007909,ST004,4/8/23,FL,Spring,23,Rain,Sunscreen,FALSE,100.99,0.251,6,Debit Card,Premium
TXN000996,ST001,4/8/23,CA,Spring,27.7,Rain,Cleaning Supplies,FALSE,41.93,0.1654,6,Cash,Premium
TXN003833,ST003,4/8/23,NY,Spring,20.5,Rain,Fall Clothing,FALSE,51.93,0.2361,9,Cash,Premium
TXN008078,ST005,4/8/23,IL,Spring,12.4,Mild,Rain Gear,FALSE,52.66,0.1888,5,Cash,Regular
TXN005450,ST004,4/8/23,FL,Spring,16,Mild,Summer Clothing,FALSE,116.28,0.2296,6,Cash,New
TXN004892,ST004,4/8/23,FL,Spring,27.7,Sunny,Swimming Gear,FALSE,38.85,0.2841,6,Credit Card,Regular
TXN003684,ST005,4/8/23,IL,Spring,14,Rain,Swimming Gear,FALSE,64.58,0.2638,10,Credit Card,Regular
TXN004260,ST001,4/8/23,CA,Spring,14.3,Mild,Swimming Gear,FALSE,24.06,0.165,12,Debit Card,Regular
TXN000611,ST001,4/8/23,CA,Spring,15.4,Mild,School Supplies,FALSE,65.69,0.1693,7,Debit Card,Regular
TXN009435,ST002,4/8/23,TX,Spring,15,Mild,Allergy Medicine,FALSE,27.97,0.284,7,Cash,Premium
TXN005689,ST001,4/8/23,CA,Spring,14.8,Partly Cloudy,Heaters,FALSE,30.25,0.2045,3,Debit Card,Regular
TXN005454,ST001,4/8/23,CA,Spring,15.8,Mild,Air Conditioners,FALSE,76.84,0.233,13,Cash,Premium
TXN007131,ST001,4/8/23,CA,Spring,18.8,Rain,Cleaning Supplies,FALSE,31.58,0.1932,12,Debit Card,Regular
TXN009646,ST005,4/8/23,IL,Spring,20.4,Partly Cloudy,Garden Tools,FALSE,118.76,0.2665,12,Cash,Regular
TXN008966,ST005,4/8/23,IL,Spring,11.6,Partly Cloudy,Rain Gear,FALSE,39.84,0.2716,2,Debit Card,Premium
TXN003961,ST005,4/8/23,IL,Spring,11.1,Mild,Hot Beverages,FALSE,30.86,0.1979,6,Credit Card,Premium
